text,label,prompt_name,source,RDizzl3_seven
"Phones and Driving

Look around you! All you see is people from all ages staring at a device all day which is a phone. People are always stuck on their phones, that it seems they can never let it go while:working ,at school,cleaning,and driving. Some things caused by using your phone while driving are car accidents, irresponsible people driving, or you can get a fee.

Phones can be such a distraction to everyone at anytime including while driving which is a safety hazard. A major cause of deaths in the US is motor vehicle accidents because of phone usage most of the time. ""About 33,700 people die in motor vehicle each year"" shown on CDC. This means that some of the accidents are from phone usage and other factors, but if people stop using their phones while driving their could be less accidents in the future. In the article ""Mobile phones and driving safety"", it stated that,""In a 2011 study it was reported that over 90% of college students surveyed texts (initiate,reply,or read) while driving."" It proves that even adults can be immature that they use their phones while driving even when knowing the possible consequences they may have. If people continue to use phones while driving then the rate of death will get higher and people would think that nothing will happen to them while using their phones.

Many people may say that teens are the ones driving irresponsibly by using their phones when operating a vehicle. In reality, everyone from every age is irresponsibly driving. According to an article of "" Teen driver source"", ""In 2015, 42 percent of high school students who drove in the past 30 days reported sending a text or email while driving.""The other half were most likely adults in which adults should set younger people an influence because they learn from them. In another passage on ""Science Daily' stated that, adults are always on their phone while driving with young kids either by sending a text, reading texts, on social media, or their just distracted driving. I believe that the adults should be more cautious including the teens but adults tend to have younger kids with them in the car.

Both the adults and teens are guilty of driving on their phones, but they should learn sooner to avoid any type of tragedy.

Each state in the US has their own laws to protect their people. Since some don't listen the people in charge of the state they've made laws for people who drive careless. About 43 states have prohibited drivers to text or even be on their phones (Facts & Statistics about texting and driving). Even though not all states have been prohibited of being on their phones, almost all of them have which is a good difference. In some states if the police stops you for the first time for texting and driving, you can get a fee depending where you live. For example, Georgia has a fee of $150, Florida has one of $30,and New Jersey has one of $400. The fee law is a good option because if they stop you a second time then you could have jail time if you didn't learn the first time from the fee. If the US keeps making stricter laws of being on the phone while driving then the people will learn.

In conclusion, driving while using your phone at any age isn't right. By one simple distraction something tragic could occur. It's not always teens driving reckless, but if anyone act young by not responsibly driving then they could get a fee they have to pay. Driving while using the phone should be taken more serious to prevent any issues.       ",0,Phones and driving,persuade_corpus,False
"Imagine waking up to a call in the middle of the night saying you lost your loved one in a car accident because they decided a text was more important than their life? Texting while driving increases the risk of an accident 23.2 times compared to unimpaired driving which is a sobering statistic provided by the Virginia Tech Transportation Institute in 2018. Using the phone while driving has spread throughout the nation, and with people being so impatient in today's society, texting and driving has had damaging effects on people and their families. Phones have become a key part of our lives but it's our job as people to know when and where to use our phones especially as drivers. Driving while distracted by the phone can affect everyone involved physically, mentally, as well as financially.

Driving and texting is something very common, but a serious problem with detrimental effects. The main detrimental effect could be physical. When a person texts and drives, a person could cause an accident, which could not only endanger themselves, but it could endanger others.

According to the National Safety Council, ""Cell phone use while driving leads to 1.6 million crashes each year."" These are deaths added to this already hectic world that could have been easily avoided.

Not only can texting while driving affect a person physically but it can also affect a person mentally.

While physical damage to a vehicle or physical injury to a person can often be resolved in a matter of days or weeks, emotional damage may last a lifetime. Author and blogger Rebecca Goldfarb recently categorized the types of emotional damage as shock, anger, guilt, anxiety and depression and even post-traumatic stress. Goldfarb added many people who are involved in an accident as either the driver or as the victim often need to receive professional care if the difficult emotions are lasting longer than expected.

The final way in which driving while distracted may negatively affect a person is financially. According to the website big AZ BIG Media, there are six types of costs that may happen following a car accident. The first two immediate financial costs involve the repair of personal property and the costs with healthcare and medical treatment. The second two financial costs involve possible legal fees and an increase to car insurance. Finally, the last two costs involve the loss of employment (income and benefits) and the possible cost of a career change if the person cannot return to their job.

In conclusion, texting while driving is not a wise decision. Texting while driving can negatively affect everyone involved physically, mentally and even financially. Oprah Winfrey summarized this point on April 26, 2010 on her website with these words ""But this is a real problem we can do something about and get immediate results. All we have to do is hang up or switch off. It really is that simple. Once we do that, not another son or daughter will have to die because someone was on the phone and behind the wheel-and just not paying attention."" The solution is simple, don't text and drive.               ",0,Phones and driving,persuade_corpus,False
"Although cell phones have not been around for a very long time, they have become a key part of our lives. People use their cell phones for just about everything such as: texting, talking, schedule planning, internet surfing, etc. Sometimes we can even do two or more of these things at the same time. Unfortunately, people are also choosing the wrong time to be using their cell phones: while they are driving. As a society, we have become so focused on how much we can do at one time that we are willing to risk our personal safety as well as the safety of others because we can't put down our cell phones. Using a handheld cell phone while driving is dangerous to the driver themselves for a couple of good reasons.

When driving, sometimes it is difficult to focus on the road which makes it easy to forget that the roads are shared by everyone and not for your exclusive use. Other drivers on the road take notice of drivers on their cell phones whether they want to or not because of the hazards they create. Erratic driving is something that we all get quite worked up about, especially if it makes us late or is otherwise a direct inconvenience to us. Drivers are also tailgating you because of, again, the inability to maintain a constant speed because they are on the phone. Drivers who use cell phones while driving are also highly dangerous to pedestrians. A young woman killed a pedestrian on a bicycle while she was texting on her phone. She may not have intended to end that person's life, but she made the poor decision to drive and text which she has to live with for the rest of her life. Any one of us could have been that poor individual on that fateful day. I used to ride my bike everywhere, mostly using the roads in the way that bikes are supposed to. That just proves that point that everybody      ",0,Phones and driving,persuade_corpus,False
"Phones and Driving

Phones play a big role in the generation we now live in. We may not realize how phones or electronics in general are affecting society and what we do on a daily basis. These phones are affecting human life slowly from all ages including babies. One of the main impact that cell phones have had on society is the use of them while driving a vehicle and this shouldn't be allowed.

In many cases using a cell phone while driving has had a big impact on society and should be banned in all States. People should not be allowed to use their phones while driving For instance people texting or talking on the phone (physically holding phone)while driving is a big distraction. These people are the causes of accidents and usually innocent people die because of dull decisions people take.

As a result the CDC ( Centers for Disease Control and Prevention) has stated that in 2016, 3,450 people were killed in crashes involving a distracted driver and the numbers have increased over the years. Also according to them when people take their eyes off for five seconds while going fifty-five mile per hour, it is long enough to cover a football field (""Distracted Driving"") . There are billions of reasons why people go against it and why we should have them banned while driving and this is for our safety.

Everyone on the road is at risk. We can all help out by taking action to prevent innocent people's life. For example by simply just putting away the cell phone, you can prevent so many things and reduce the chances of crashing and you'll be more focused on the road. We can also text or call anyone before starting the car and then put on Do Not Disturb that iphones provide, which does not allow calls or texts from anyone. There are so many options to prevent you touching your phone while driving. We just all have to take action and make the road a safer place .

Works Cited

Distracted Driving | Motor Vehicle Safety | CDC Injury Center. 16 Sept. 2019, www. cdc. gov/motorvehiclesafety/distracted_driving/index. html. Accessed 23 Oct. 2019.   ",0,Phones and driving,persuade_corpus,False
"There shouldn't be a discussion when it comes to texting and driving for obvious reasons. It's just as dangerous as driving under the influence. And there are plenty of ways to send a message using hands free technology. It also being illegal should really mean that you shouldn't be doing it. And you can also kill someone just to send a text message. But it is common in the United States.

Texting and driving has been banned in most of the United States there are only 2 states that haven't banned texting and driving. And of you get caught by a cop you will be fined up to $400. And that is a lot of money for just sending a text. And may also cause your license to get suspended. It makes sense because when you text and drive you are twenty three percent more likely to get into a car crash. That makes just as dangerous as driving under the influence.

A lot of people don't actually know how dangerous and common texting and driving really is. It makes up eighteen percent of fatal car crashes. And more than 35 percent of teens and adults admit to texting and driving. So even though people know what could happen they still do it either way. And more then ninety percent of people know how dangerous texting and driving is. People take there eyes off the road for four seconds on average which is long enough for you to swerve on to another lane. And at least 9 people are killed every day by distracted drivers.

There are plenty of easy ways to prevent texting and driving. One way is to have your phone out of reach and on silent so if you get a message or a call you won't be able to get tempted to reach for your phone. Another way is to use an app to block incoming texts or calls. Some apps can send an auto response back, letting the sender know that you are driving and will respond when you are not driving. And one way is to be committed to not texting and driving.

In conclusion texting and driving and driving distracted is a big problem that can easily be avoided. But people still tend to do it anyways. People should pay a fine if caught by a police officer. And should get there license suspended if they do it a lot. People should be more aware about the consciences that can be caused by this petty action. To keep it simple would you drive 1 ton of pure machinery at 60 miles per hour blindfolded.     ",0,Phones and driving,persuade_corpus,False
"Not Using Phones while Driving

Throughout the years, teenagers have been eager to turn 16. Driving is a nerve wrecking and exciting experience at the same time. There is a good upside about driving and that would be being able to go out to places without having to pay and the time period you can stay out for is how long you desire. Even though there is a good side, there is a bad side as well. This would have to be the large amount of people that are not cautious around their surroundings and many lives have been taken away due to this. I would have to agree with the idea that says that phones should not be used while driving , my reasons for this are that peoples lives are taken away, a phone is a big distraction, and it is a law you have to follow.

My first reason on why phones should not be used while driving is because too many lives are taken everyday. Utilizing a phone while driving takes many lives every second of our daily lives. About 1.6 million lives a year end up in critical conditions or worse, dead. A phone call or text can wait, but being impatient can result in deaths. This impatiences creates danger to the person driving and everyone around them. Too many lives are taken by near accidents, crashes, distractions, and running of lights caused by usage of phones by operating moving vehicles. Many more lives could be safer if people chose to wait for their usage of phones after being off the road.

My second reason on why phones should not be used while driving is because, too many distractions are already on the road without adding a phone as another reason. Once again, using a phone while driving creates too many distractions for the driver and everyone around is left in danger. For example, phones can create delays on stop lights which can create simple accidents. The glare of a bright phone on a dark night can actually interfere with the sight of the driver and can cause loss of control or misguidance to swerving. As well as sudden loud sounds from a phone can actually scare or frighten a driver straight to a crash. Occuping phones while driving is one of the biggest reasons for caused crashes all over.

My third and final reason for not using phones while driving is because, a new law recently has been released on how using phones on the road is no longer permitted anymore. The new law was put in to ensure more safety due to all the distractions caused by phones. Since it is a new law, a new law means that it is expected to be followed, a new set out rule. It is for the safety of people and everyone surrounding. People will get punished if the new law is not followed and in my opinion, i would say that it is one of the greatest laws forced. The new law will minimize the amount of crashes caused by phones on the road all over and save many more lives and everyone around.

A phone should not ever be used while a person is driving for any type of situation, it can wait. My reasons, once again like i said before is that many lives are taken away, it is also a big distraction, and last would be that it is a new law. A phone is really entertaining and that is something people do not want behind the wheel because then it can become a distraction.

Through the whole essay all I could come to head would be about the peoples lives taken away left with a broken down family. Phones ultimately should not be used while driving and a person should not have to double think it, before they cause a new tragedy that will leave them with a lifetime of consequences and guilt.   ",0,Phones and driving,persuade_corpus,False
"Should drivers be allowed to use cellphones while driving?

Drivers should not be allowed to text while drive is what I believe statistics show that this behavior is common and dangerous for teens. 12 million car crashes in 2013 involved crashes in text messages. Texting while driving show that this multitasking at least 341,000 behind the wheel is becoming more dangerous and life threatening now. Because technology will change and new distractions will be involved. According to research conducted at children's hospital teens who don't frequently use a phone while driving believe the benefits of putting away there the phones while driving outweigh any drawbacks such as being able to pay attention better on the road, and being less likely to have crash and also following the law. Parents should also avoid talking to students as that can also be a big distraction for them. Cellphones aren't just about texting but multi behaviors it's about anything that can cause a distraction from the road such as social media apps , and music have the potential to draw away from the road. Cellphone use behind the wheel reduces the amount of brain activity associated with driving by 37 percent. Texting is undeniably the most dangerous thing a person can do while on the road and its becoming more and more common as the leading causes of death from car crashes are just that and intoxication. Today the majority of humans own and operate cellphones on a daily basis and that's a distraction from what they're doing and can be very dangerous when your driving because you aren't paying any attention to the road and can kill someone.

Something as simple as calling someone can also be dangerous but it's not the leading cause of death. from driver's messages and keeping your eyes on the road is and that's really a major dilemma for someone else who's unaware of that. so I believe that in the future people should always make to keep an open eye for this because it can be very life threatening.

I would consider this age the phone boom since widely now everyone has or owns a communication device and this allows for simple talking and texting time now moves a lot faster than before so people are now trying to catch up with it and that can really become distraction for a lot of people. And those really aren't safe anymore because that can cause car crashes and even death that put you and someone else at a high risk paying attention and being aware is very important you don't want be the cause of someone's death or maybe even a child's death because you were to ignorant to follow the basic law so my plan would be to limit the use of phones on the road while driving and allowing only when you are parked.

The general driving statistics on the national safety reports that that texting while driving made a dramatic increase of 1.6 million crashes an estimated year high. Nearly 390,000 injuries occur each year from accidents caused by texting while driving.

The statistics?

While driving and texting may seem not that much to worry about the death toll seems to speak much for itself. 1 out of 4 accidents and car crashes happen because texting and phone use during driving this seems to be all too common for teens in some areas because according to the AA poll, 94 percent of teen drivers acknowledge the dangers of texting which also means there aware of the safety concerns these situations tend to have people nationwide. Teens are more susceptible to car crashes the likely hood of adults they are 4x more likely than adults to get into car crashes or near crashes than adults are prone too. A teen driver who has a passenger in the car doubles the risk more than 5x likely. A cellphone use becomes a national problem there never a reason to risk your life and someone else's to get a simple text in the chances of getting into a car crash with a passenger increase don't be careless is the importance of this drive safe.   ",0,Phones and driving,persuade_corpus,False
"Texting and Driving

Driving will always need your undivided attention at all times. There are many obvious reasons you shouldn't text and drive. You can get in a wreck, hit a pedestrian, and it puts your life at risk. Driving is a privilege and you should always follow the rules of the road. Using your mobile device can put you and the people around you in danger.

First of all, Texting and driving can get you in a terrible car wreck. When your on your phone your reaction time is bad. You can miss a stop sign and another car can come from the left or right side of you and you wouldn't see it coming. This can also raise your insurance rate up or you can be sued depending on how bad the accident is. Why risk it when you can wait or pull over to send that text? When you're looking down might not see pedestrians cross the street.

Besides getting into a car wreck you can also injure another person for being careless. Driving in a neighborhood needs your full attention. If you use your mobile device in a neighborhood you can either hit a pet, a jogger, or even a child if you're not paying attention. If such thing happens you can either get sued or go to jail for manslaughter. This is another major reason why you shouldn't be using your phone on the road.

Most importantly, getting distracted by your cell phone can put your life and other people's lives at risk. The most common deaths road deaths are caused by someone who were on their phones. You crashing can also cause a domino effect with other cars hitting each other on an intersection or a highway. That one text is not worth putting your life and other people's lives at risk. You don't want to end up in the hospital or even worse end up dead.

In conclusion, you should never use your phone while driving under no circumstances. If you need to make an emergency call, you should invest in a bluetooth hands free radio to make your phone calls. It is your duty to make the road you drive in safe for yourself and others. Make sure your eyes are always on the road no matter what.   ",0,Phones and driving,persuade_corpus,False
"Phones and Driving

In today's current society almost everyone in the world has access or owns a cellular device. That device that can call text or email right from your pocket. While it is so very useful it can also become quite distracting to someone who might be driving. Which leads to the point that Drivers should not be able to access their phones while driving. In these cases its smart to look at the annual driver and cell phone related instances that have happened over the years as well as the averages of crashes involving phones and the driver.

Cell Phone users while they are driving are 5.36 times more likely to get into an accident when driving accordion to a study done at the University of Utah (""Drivers on Cell Phones Are as Bad as Drunks."" University of Utah News, archive. unews. utah. edu/news_releases/drivers-on-cell-phones-are-as-bad-as-drunks/). These statistics show how more likely a driver is to get in an accident while on their cell phones. That isn't a small number 5.36 is a larger number of people when taking into account how many use their phones while driving anyways. This leads into how many people actually die to chances like these.

In 2015 alone there were 3,477 people killed in a distracted driver accident. 476 of which in those cases were cell phone users.(""Learn the Facts About Distracted Driving."" EndDD, www. enddd. org/the-facts-about-distracted-driving/?gclid=Cj0KCQjwoaz3BRDnARIsAF1RfLevzm7d8WG_o9fmbSLCDrfzuhq4pSz6LYGnFCL65o0N-OBsj-T8u8YaAh1_EALw_wcB.). These numbers when taking into account how those deaths could have been prevented by simply putting the phone down while driving are extremely high. That is 13 percent of all drivers that died last year were on their phones. And those people would still be alive had they put the phone down.

These statistics do not lie when saying how people die due to cellular phones being used while driving. With that when 13 percent of the annual driving related deaths are all cellphone based and with the ever growing world that number will go up. That is unless the Driver puts the phone downs while he drives.            ",0,Phones and driving,persuade_corpus,False
"Phones and Driving

In this day in age of technological advancement, mankind has quickly adapted to using devices such as cellphones. It has gotten to the point where we constantly use it for everything we do. There seems to be many good qualities about the cellphone which humans seem to keep all are attention on. That in turn causes problems with our surroundings such as being on the phone and driving a vehicle.

There is no denying that cellphones take up all of our attention. There are just so many things that we are able to do that makers have put in it. It is just to ensure that we never get bored while also waiting for the next phone with technological superiority to be released. Likewise, with driving. It takes up all of our focus to make sure we don't get into a car wreck. In a way, driving and being on a cellphone are very similar in regards to how much attention we give it. So when putting both together, the ending result are what you would expect it to be, catastrophic.

Cellphones and driving take up a lot of focus and because of that, we constantly are switching from looking at our phones to paying attention to the road and oncoming traffic ahead (assuming there is any that is). They do not balance out well and people can easily get into car accidents as a result. This most notably happens when a person is trying to text and drive at the same time. It was this very reason why texting and driving has been made illegal to ensure the safety of fellow drivers. You would think the problems lay with teenagers doing it, but adults have a higher statistic level when it comes to this, providing more fatality rates to go up. Add that in with alcohol and there is no telling what will happen.

In the end, we just should not use our phones while we drive. It quickly turns into a habit once we start and it will not end well. It can also result in being arrested if caught by a local police officer. We should get everything out of the way before we start driving or stop and park somewhere before we engage into the activities on our phone. There are plenty of safe ways to use a phone while inside of a vehicle, we just choose the most dangerous route.

Taylor 2            ",0,Phones and driving,persuade_corpus,False
"Young adults and teens can not put their phone down for a second. Any notification they receive is so important to them. The first thing they do is check and see what popped up on their phone. The worst time for this to happen is when they're driving because they will still cheak no matter what they're doing. Using your phone while driving can cause you to get a ticket, cause you to hurt someone, and even cause you to hurt yourself.

People may think nothing of driving and being on their phone. Police always advertise to let others know not to use their phones while driving but they refuse to listen. Now if a police officer catch anyone on their phone while driving they will get a ticket. Everyone hates when authority stops them. It's the worst feeling ever and to make it worst is for the reason to be just being on your phone.

If people are driving and on their phone they're not focused on what's in front of them. Anything can pop up in front of the vehicle at any time. Things like animals, people, and even cyclist can appear in front once you up from your phone. The only problem is the driver may not look up in time and hit someone or something. There is a possibility that whoever the driver hit could suffer major injuries or even death.

Not only are you putting others in danger, you're also putting yourself in danger. Like mentioned before, anything can pop up in front of you vehicle. This time around it can be another car, truck, or even a bus. Crashing into one these just from being on a phone can possibility cause instant death. Maybe you might have quick reflexes and try to avoid collision. There is a possibility still hit something else like a tree. Some may be lucky enough to only be injured or not harmed at all.

In the end, using your phone while driving can result in you getting in serious trouble or causing harm to yourself and others. Authority can stop you if they notice it. Other citizens can harmed by you for not paying attention. Also you can harm yourself. Just do not do it because it's not worth it. It can wait.   ",0,Phones and driving,persuade_corpus,False
"Have you ever been behind someone that has been on there phone and didn't know the light was green or when someone almost hit you because they didn't see you because they were looking at their phone?

To start things off, I believe that there is a time and place for being on your phone with behind the wheel. If you are at a red light and you don't have to type or just have to answer a call or change a song i believe that is an acceptation to the rule of being on your phone. Since we are in the time and age were we have Bluetooth in cars and can connect to our phones so it makes it easier to call and or answer calls. Texting and driving is a must stop because you may think that you will be fine and can multitask but in reality you are putting you and the other drivers in danger. No one's parents should have to attend their child's funeral because they died from texting and driving or because someone else was texting and driving. There are many reasons not to use a phone while driving but there are also exceptions to this rule now you may not agree with me on this but this to me is the best actions to do because people will not stop with getting on their phones while driving but at least we could limit it to just a few ways that they could get on it while being behind the wheel.

Secondly, with technology still evolving in this day like now they are getting driverless cars that may be the next big step in the world of vehicles. Now with these cars we don't need to worry about the needs of driving cars if there is no steering wheel.

Every day about 11 teens die due to texting and driving in the United States but with today's technology they are trying to help stop texting and driving but everything we do doesn't seem to be helping and or stopping teens from texting behind the wheel. Some people still might not agree with me on what I believe is important but if you just give it some years maybe just maybe it may be possible in today's society that no one can get hurt from texting and driving.

Lastly, although it's a big problem for people to stop texting and driving, it's not a ban in every state in the United States. It's said that only 39 states put a ban for novice drivers because it isn't the biggest deal for some people to be able to text and drive which I know doesn't sound great but it's kind of the truth in a way. I personally have no experience of this because I can't drive but i see people who do drive and do this and it's not like it's every time it mainly at red lights you see them doing it. Now out the 39 states 20 of them ban it for school bus drivers also.

It's taken the USA almost 14 years and people still don't listen to no texting and driving.

To conclude, have you ever been behind some or seen someone texting and driving? I got to tell you some facts that maybe you didn't know about texting and driving and even I learned something new. I also gave some changes that could happen in the near future that could change how we see texting and driving.       ",0,Phones and driving,persuade_corpus,False
"Although cell phones have not been around for a very long time, they have become mandatory in most of our lives. Smartphones are a class of mobile phones and of multi-purpose mobile computing devices. They are distinguished from feature phones by their stronger hardware capabilities and extensive mobile operating systems, which facilitate wider software, internet (including web browsing over mobile broadband), and multimedia functionality (including music, video, cameras, and gaming), alongside core phone functions such as voice calls and text messaging. Smartphones Were founded in 1992. Since smartphones were created every year they get more modern. For example june 7, 2010 facetime was created. The smartphone is changing the human race in surprising ways.

Driving and using your cell phone at the same time is very dangerous. Most people think that they can drive so being on their phone while driving wont hurt anybody or anything, but anybody who agrees with this is wrong and is in danger every time he/ she pulls out a phone while the car is in drive. Also, if you use your cellular device and drive at the same time you always have someone else's life at stake. Even if you're in the car by yourself you can hurt someone else, imagine you have your head down in your phone while driving and you look up and you about to hit a car and swerve to the right and hit a whole family walking on the sidewalk. Then your in a bad situation just because you couldn't wait till you get home to text or look at your instagram feed. One little bad time to look at your phone and your hurting a family.

I believe that you shouldn't be allowed to use your phone while your car is in drive. In georgia they made a new law that you can't have your phone in your hand while on the road,not even to tap play and if you get caught the law enforcement will pull you over and give you a $50 fine. I believe it should be like this in every state , it the makes the community a lot safer. Did you know 11 teens die every day as a result of texting while driving. As of January 2019, three states -- Arizona, Montana, and Missouri -- insanely do not have laws against texting while driving.

According to a AAA poll, 94% of teen drivers knows the dangers of texting and driving, but 35% admitted to doing it anyway. 21% of teen drivers involved in fatal accidents were distracted by their cell phones. The 2017 study published by the AAA Foundation for Traffic Safety Found that 87% of drivers view texting and driving as the most significant hazard on the road. In fact, drivers are more concerned about texting / distracted driving than they are about drunk driving. A single text can end many lives.

In conclusion, using your cellular device while driving is dangerous on all cases. Texting while driving causes 5 times as many accidents than drunk driving. A single text results in an average distraction of 5 seconds, during which time a car going 55 mph will travel the length of a football field. The U.S. Department of Transportation reported that cell phone use while driving kills 3-000 to 6,000 people every year. I Think you can wait to answer that text.      ",0,Phones and driving,persuade_corpus,False
"Don't Touch the Screen

As we drove to the final basketball game of the season against our rivals Milton High School, I was having a great time with my best friend. Paige and I were stopped at the intersection on Highway 9 when a white SUV crashed into the back of her Nissan Rogue. We were both rushed to the hospital where my friend learned that her leg was broken in two places. Paige could not finish the rest of her swim season and was absolutely devastated. We later found out that the driver behind us was looking down at her cell phone and didn't notice that the light had turned red. The driver's one second of distracted driving affected my best friend's life for months although, thankfully, her use of a cell phone did not end it. As a result of the risk to the public, drivers should not be allowed to use handheld cell phones while operating a vehicle.

Operating a vehicle requires attention and focus. Anything that interrupts a driver's concentration leads to a dangerous distraction. Three main types of distracted driving are visual, manual, and cognitive. Drivers who text and drive, snap and drive, instagram and drive, or simply call home while driving are endangering the public. Texting while driving is particularly harmful because it combines all three types of distracted driving . According to the National Highway Traffic Safety Administration, drivers who send or read a text while driving lose concentration and take their eyes off the road for up to five seconds. Those five seconds of using a handheld cell phone are a great risk to the public.

Statistics show that using a handheld phone while operating a moving vehicle risks the welfare of the public. In ""Cell Phone Use and Driving,"" Louis Hugo Francescutti states that using a cell phone while driving increases the risk of collisions four to six times, and drivers are twice as often to be in a rear-end collision. The Center for Disease Control and Prevention reports that nine people are killed each day, and the public is involved in more than one-thousand car crashes due to distracted driving. Francescutti writes that researchers believe that distracted driving causes twenty-five to ninety percent of car collisions. Clearly, these statistics demonstrate the danger of distracted driving.

Although distracted driving causes over four thousand deaths each year, there are solutions to this tragedy. One obvious solution is not using the phone at all while driving; however, other possible solutions include the use of bluetooth and phone mounts to decrease the number of deaths. Since driving requires attention and focus, making the choice not to use the phone while driving limits the risk to the driver and to the public. When absolutely necessary, the use of bluetooth and phone mounts can offer drivers phone access while still protecting the public. These two alternatives should only be used in case of an emergency.

Clearly, operating a vehicle while using a handheld cell phone is dangerous. Georgia recognized these dangers and passed legislation to prevent the use of handheld devices when driving; however, some drivers fail to follow the law. The driver who caused my accident received a citation for using her device while driving. Hopefully, the next time she goes out on the road she will think about the danger to others and act responsibly.

Works Cited

""Distracted Driving."" Centers for Disease Control and Prevention.

https://www. cdc. gov/motorvehiclesafety/Distracted_Driving/index. html.

Accessed 19 Mar. 2020.

Francescutti, Louis Hugo. ""Cell Phone Use and Driving."" Encyclopedia of Lifestyle Medicine &

Health, edited by James M. Rippe, vol. 1, SAGE Reference, 2012, pp. 208-209.

Gale eBooks, https://link. gale. com/apps/doc/CX1959000076/GVRL?u=milt91939&sid=GVRL&xid=4867445f. Accessed 18 Mar. 2020.            ",0,Phones and driving,persuade_corpus,False
"Phone & Driving

According to the National Safety Council reports cell phone use while driving leads to 1.6 million crashes each year. 390,000 injuries occurred caused by cell phone use and driving. Nearly 6,000 pedestrians are killed because of this as well. Phones should not be used while driving not only because the dangers that occur but also because the people that are harmed or killed, and it could've been prevented.

It's rare that the driver ever gets hurt. It's always the person they hit or they've caused a lot of damage. Cell phones are a huge distraction while driving a vehicle. Your not paying attention to the road in front of you because something has caught your eye below the dashboard. Something that could've waited until you arrived at your destination. Sometimes you have to ask yourself is it really that important?

2018 an estimate of 1.5 million car accidents in the U.S. Cell phone use while driving resulted in 3,000 to 6,000 people getting killed or injured each year. All because someone couldn't leave their phone leave for awhile. Now they have to deal with people's lawyers and insurance company. Just everything that could've been avoided. Creating unnecessary problems for yourself.

May 29, 2019 a new law was created. It prohibits people driving to not use their cell phones. If a person was to disregard this law. The result would be paying a $50 fine for first offense. That's one way to avoid the dangers and consequences of texting and driving. Another one is to make a mental note for yourself, that the text can wait. The message doesn't have to be answered right way. If it's that important pull over.

You shouldn't text and drive or use your cellular device while behind the wheel. Doing so will result in someone being injured or killed, paying a $50 ticket, or even worse. Don't use your phone while di=riving, it can wait.               ",0,Phones and driving,persuade_corpus,False
"There have been an incredible amount of car accident caused by using cell phones while driving. There are about 421,000 people injured in 2017 by an accident caused by people that are described by people that are desecrated by looking at their phone. 1 out of 4 car accident is caused by texting and driving. So in response for the accident with a cellphone the government made new driving laws. In California there is now a law that states you cannot smoke and drive and also edibles even the passenger. Sometime people have different reaction time.

Because cannabis slows down your reaction is decreased by 21%.

Here are some helpful way to stay focus at all time when you driving. Try to talk to the person you see texting and driving to put down the phone while driving to ensure that every passenger is safe.14 % of people say they seen their parents on the phone. It has been studies to see who is more likely to get in an accident caused by texting. The studies have shown women are more likely to text and drive opposed to men drinking and driving. There are new apps for the phone that can stop all call and texts.

There are new laws that the government have made to put fear in people that like to use their mobile phone while driving.

So that people can stop creating a problem for drivers that use protective driving.

Craig hospital says '37 of the brain is distracted by a cellphone.                            ",0,Phones and driving,persuade_corpus,False
"Phones & Driving

Cell phones have become a key factor in many lives today. People tend to use cell phones for just about any and everything. As a people, we tend to rely on our phones at any given moment. Since the invention of telephones, society has been using phones for texting, talking, social media, etc. For those uses, cell phones have put us at risk. We tend to use or cell phones when we are walking across the street, and most importantly when we are driving. Operating a car while texting/talking results in the driver becoming a hazard to other drivers on the road.

Firstly, there is no doubt that we are addicted to our phones. Our phones have led us to be distracted. A distraction is something that prevents someone from giving their full attention to something else. For instance, when we are driving, we hear our phones ring and instantly we pick it up to answer. It is the inner use telling us that we are amazing drivers, and that one little call will not distract us from the road. In all reality, one little phone call does distract us from when the light changes, or when someone needs to get over to the other lane. Cell phones reduce driving performance.

As well as that, drivers have to operate both the phone and the car, which leads to car accidents. Using the cell phone and driving the car at the same time, reduces the drivers ability to concentrate on the road. All it takes is two seconds to look down at the phone, and the next thing you know, you have caused a life or yours. Car accidents are well known in the community to be caused by texting and driving. Not to mention, being on the phone and driving-slows down reactions to traffic lights and other traffic events, which also causes car accidents. Equally important, during bad weather on slippery road, engaging in conversation equals to paying less attention to the road increasing fatal accidents.

Although, there are negative impacts of texting and driving, it could also be beneficial. The beneficial parts could consists of using it for emergency purposes. For example, calling for assistance on the side of the road, reporting an incident while driving, or simply calling for help. In addition, cell phones can be used for navigation to an unknown destination. Cell phones always provide you with information about news, weather, and alerts for any city you are driving in.

In conclusion,it can be concluded that texting is not only an effective way of communication, but always a safety concern. Different studies have shown that many accidents are caused by phones and driving daily. Phones and driving is a dangerous habit people have picked up on. How many people are going to have to get hurt before realize their actions have consequences? We have to understand that phones and driving is extremely dangerous, and has to be stopped.

2            ",0,Phones and driving,persuade_corpus,False
